iter	MultiClass
203	0.001470553593
204	0.001461474543
205	0.001452728736
206	0.001441535916
207	0.001432761866
208	0.001424148733
209	0.001415731211
210	0.001405438141
211	0.001397383494
212	0.001388999786
213	0.001380566209
214	0.001372705943
215	0.001364745963
216	0.001355752132
217	0.001347594352
218	0.001339846638
219	0.001332303686
220	0.001325064019
221	0.001317274457
222	0.001308774697
223	0.001300399028
224	0.001293155775
225	0.001286389311
226	0.001278229322
227	0.001270970539
228	0.001264363602
229	0.001257589887
230	0.001250597274
231	0.001244126866
232	0.001237306644
233	0.001230857891
234	0.001224304054
235	0.001216526424
236	0.001208906085
237	0.001202781407
238	0.00119623275
239	0.001190252843
240	0.001183956614
241	0.0011777383
242	0.001171628634
243	0.001166073189
244	0.001161851496
245	0.001155576788
246	0.001150171799
247	0.001145036625
248	0.001139882242
249	0.001134169523
250	0.001128922265
251	0.001124852223
252	0.001119087975
253	0.00111403104
254	0.001109077285
255	0.001104017778
256	0.001099111708
257	0.001094409556
258	0.00108924769
259	0.001083238969
260	0.001078436109
261	0.001073273584
262	0.001068663506
263	0.001063988433
264	0.001059360234
265	0.001054067329
266	0.001049639693
267	0.001044911153
268	0.001040199925
269	0.001035085779
270	0.001030984619
271	0.001026415918
272	0.001022049531
273	0.001017859321
274	0.001012684476
275	0.00100823277
276	0.001005203294
277	0.001001151292
278	0.0009955583289
279	0.0009904388712
280	0.0009866376904
281	0.0009824928733
282	0.0009787749421
283	0.0009746697987
284	0.0009702602626
285	0.0009663411583
286	0.0009625757596
287	0.0009587030363
288	0.0009552296493
289	0.0009501650858
290	0.000946793324
291	0.0009432874659
292	0.0009385501577
293	0.0009348607476
294	0.0009316023906
295	0.0009276410477
296	0.0009240486909
297	0.0009204680347
298	0.0009170118088
299	0.0009125140437
300	0.0009093567529
301	0.0009048643506
302	0.0009016844952
303	0.0008979192293
304	0.0008934912633
305	0.0008900929891
306	0.0008858780065
307	0.0008826343999
308	0.0008792651332
309	0.0008760610912
310	0.0008730969856
311	0.0008701006815
312	0.0008672108875
313	0.0008635443199
314	0.0008603950991
315	0.0008573216884
316	0.00085449524
317	0.0008514213019
318	0.0008483731017
319	0.0008446223205
320	0.0008407404163
321	0.000838770483
322	0.0008360341351
323	0.0008331155545
324	0.0008302538834
325	0.0008275669453
326	0.0008241343985
327	0.0008214123631
328	0.0008182963925
329	0.0008158133997
330	0.0008122244143
331	0.0008096610438
332	0.0008069866456
333	0.0008040572161
334	0.0008008380211
335	0.0007982266084
336	0.0007957964771
337	0.0007927499274
338	0.0007903557523
339	0.0007877343861
340	0.0007845799716
341	0.000782237139
342	0.0007794869311
343	0.0007771869928
344	0.0007744205814
345	0.0007716407099
346	0.0007686354418
347	0.0007657467437
348	0.0007637618781
349	0.0007609763471
350	0.0007584550187
351	0.0007560907325
352	0.0007537392061
353	0.0007513682304
354	0.0007488756399
355	0.0007466508138
356	0.0007445146619
357	0.0007425486562
358	0.0007402438633
359	0.0007382425887
360	0.0007358542219
361	0.0007316087534
362	0.0007293458292
363	0.0007273176938
364	0.0007252025797
365	0.0007230870977
366	0.0007211294435
367	0.0007191123776
368	0.0007171471564
369	0.0007149649289
370	0.0007128377361
371	0.0007108504966
372	0.000708468237
373	0.0007065322741
374	0.0007044425944
375	0.0007025571587
376	0.0007005562573
377	0.0006986938434
378	0.0006965256278
379	0.0006948040056
380	0.0006934736183
381	0.0006916793754
382	0.000689386342
383	0.000687329889
384	0.0006855747905
385	0.0006838813902
386	0.0006819529863
387	0.0006803205427
388	0.0006782539071
389	0.0006760442963
390	0.0006738992473
391	0.0006715255066
392	0.0006697342204
393	0.0006679262685
394	0.0006658207059
395	0.000664180409
396	0.0006618915925
397	0.0006602282376
398	0.0006585879881
399	0.0006569560352
400	0.0006553125372
401	0.0006533739241
402	0.0006515764367
403	0.0006500852387
404	0.0006483580931
405	0.0006468621367
406	0.0006451945544
407	0.0006435116003
408	0.0006419604808
409	0.0006398319211
410	0.0006377933456
411	0.000635759674
412	0.0006341387859
413	0.0006326429354
414	0.0006311493148
415	0.0006295939453
416	0.0006274994152
417	0.0006260321462
418	0.0006244727757
419	0.0006232101096
420	0.0006216972456
421	0.0006199703208
422	0.0006181455769
423	0.0006166301378
424	0.0006151884154
425	0.0006133012598
426	0.0006118393023
427	0.0006107645071
428	0.0006092435116
429	0.0006077609836
430	0.0006063657724
431	0.0006044766244
432	0.0006026274992
433	0.0006008881941
434	0.0005994794109
435	0.0005973509618
436	0.0005959699294
437	0.0005946705781
438	0.0005932909173
439	0.0005919849283
440	0.0005906308378
441	0.0005894373535
442	0.0005880642422
443	0.000586425512
444	0.0005849773594
445	0.000583637636
446	0.0005823849621
447	0.0005810289784
448	0.0005797444669
449	0.0005786007536
450	0.0005774998233
451	0.0005758539897
452	0.0005743146324
453	0.0005730624296
454	0.0005714046209
455	0.0005698736606
456	0.0005682791092
457	0.0005669549156
458	0.0005657556698
459	0.0005646314416
460	0.0005634445811
461	0.0005618379116
462	0.0005603816906
463	0.0005591601808
464	0.0005580269583
465	0.0005568389374
466	0.000555525294
467	0.0005543760769
468	0.0005531829963
469	0.0005517784137
470	0.000550614681
471	0.0005494251686
472	0.0005481344869
473	0.0005470179957
474	0.0005458285539
475	0.0005443735347
476	0.0005428930373
477	0.0005415424589
478	0.0005404257828
479	0.000538956772
480	0.0005378326857
481	0.0005367548861
482	0.0005356977511
483	0.0005335472283
484	0.0005324653465
485	0.0005314310558
486	0.0005304640636
487	0.0005290253709
488	0.0005279670506
489	0.0005268785314
490	0.0005259179895
491	0.00052499945
492	0.0005237268294
493	0.0005224748299
494	0.0005213521734
495	0.0005201114823
496	0.0005187760053
497	0.0005174688376
498	0.0005166716508
499	0.0005156487351
500	0.0005146678093
501	0.0005137131331
502	0.0005126751596
503	0.000511404665
504	0.000510391715
505	0.0005092487676
506	0.0005082740073
507	0.0005070867576
508	0.0005062559444
509	0.0005052728263
510	0.0005042559864
511	0.0005029927929
512	0.0005020205054
513	0.0005011206042
514	0.0005002651237
515	0.0004993081964
516	0.0004979896479
517	0.0004968528471
518	0.0004956391557
519	0.0004946784486
520	0.0004938063243
521	0.000492872688
522	0.0004918737573
523	0.0004909644466
524	0.0004900061974
525	0.0004890730576
526	0.0004881716236
527	0.0004873693699
528	0.0004867222418
529	0.0004856403582
530	0.0004847341962
531	0.0004841002355
532	0.0004832997296
533	0.0004821231549
534	0.0004809532947
535	0.0004802415032
536	0.0004792346454
537	0.0004781410843
538	0.0004772729921
539	0.0004764257956
540	0.0004756022039
541	0.0004747747442
542	0.0004737198061
543	0.0004729148241
544	0.0004720583895
545	0.0004712441464
546	0.0004703414766
547	0.0004695560889
548	0.0004687322236
549	0.0004676437469
550	0.000466680952
551	0.0004658563865
552	0.000465095164
553	0.0004644928148
554	0.0004636693288
555	0.0004631030911
556	0.0004623418568
557	0.0004616294251
558	0.0004608854925
559	0.0004601684214
560	0.0004594840986
561	0.000458478737
562	0.0004576823691
563	0.0004569094005
564	0.0004561033537
565	0.0004552993252
566	0.0004545280711
567	0.0004537490097
568	0.0004527514971
569	0.0004519792986
570	0.0004512227597
571	0.0004503249939
572	0.0004496409524
573	0.0004489723413
574	0.0004481968698
575	0.0004474350824
576	0.00044666569
577	0.000446088432
578	0.0004453506874
579	0.0004446225506
580	0.0004436684879
581	0.0004427115747
582	0.0004419739232
583	0.0004414912168
584	0.0004408113191
585	0.0004401588674
586	0.0004393787449
587	0.0004386390824
588	0.0004379274251
589	0.0004373974924
590	0.0004366804383
591	0.0004359508734
592	0.0004352487437
593	0.0004345455147
594	0.0004338388733
595	0.0004330553069
596	0.0004321535101
597	0.0004315068132
598	0.0004306644232
599	0.0004298968112
600	0.0004291905873
601	0.0004285218155
602	0.0004278218467
603	0.0004271339468
604	0.0004264575247
605	0.0004258014116
606	0.0004250839612
607	0.0004244323354
608	0.0004239120693
609	0.0004232499843
610	0.0004226129408
611	0.0004219314768
612	0.0004212721776
613	0.0004204675479
614	0.0004196150935
615	0.0004189965265
616	0.0004182940923
617	0.0004176302281
618	0.0004168278026
619	0.0004164047225
620	0.0004156603391
621	0.0004150140867
622	0.0004143613467
623	0.0004135421193
624	0.0004128207741
625	0.0004120981176
626	0.0004112825404
627	0.0004106421231
628	0.0004098507071
629	0.0004091810543
630	0.000408383821
631	0.0004077731748
632	0.0004071446578
633	0.0004064265113
634	0.000405641361
635	0.0004049446682
636	0.0004044010782
637	0.00040380165
638	0.0004032306121
639	0.0004026164528
640	0.0004018412074
641	0.0004010761639
642	0.000400495827
643	0.0003997843941
644	0.0003991342637
645	0.0003985329636
646	0.0003980213245
647	0.0003974605528
648	0.000396901098
649	0.0003963374161
650	0.0003957451833
651	0.0003951064561
652	0.0003945480527
653	0.0003939615051
654	0.0003932001638
655	0.0003926350674
656	0.0003920269177
657	0.0003913508861
658	0.0003907602157
659	0.0003901933429
660	0.00038964935
661	0.000388905833
662	0.000388268407
663	0.0003876066799
664	0.0003870637087
665	0.0003862675658
666	0.0003856933998
667	0.0003851518033
668	0.0003846118774
669	0.0003840736138
670	0.0003836742338
671	0.0003829111991
672	0.0003823686305
673	0.0003819781594
674	0.0003812858585
675	0.0003807505066
676	0.0003801542067
677	0.0003796573721
678	0.000379124604
679	0.000378559276
680	0.000378187716
681	0.0003775091973
682	0.000377020222
683	0.0003765141828
684	0.000376008836
685	0.0003754039061
686	0.0003747538162
687	0.0003741306076
688	0.0003736227589
689	0.0003731246167
690	0.0003725418404
691	0.0003718909481
692	0.0003710360313
693	0.0003704133226
694	0.0003699012314
695	0.0003693868742
696	0.0003688821668
697	0.0003682701979
698	0.0003677704671
699	0.0003671722207
700	0.0003667448833
701	0.0003662704419
702	0.000365707626
703	0.0003652255255
704	0.0003649181332
705	0.0003644212864
706	0.0003639005466
707	0.000363030386
708	0.0003625620409
709	0.0003620297893
710	0.0003615240998
711	0.000361081837
712	0.0003606060552
713	0.0003601293307
714	0.0003596866445
715	0.0003590842069
716	0.0003586116457
717	0.0003581376077
718	0.0003574551792
719	0.0003570249565
720	0.0003564898179
721	0.0003560222965
722	0.000355434433
723	0.0003549718965
724	0.0003545033116
725	0.0003540565032
726	0.0003535400678
727	0.0003529538257
728	0.0003524399839
729	0.0003518622049
730	0.0003514105423
731	0.0003510836899
732	0.0003506259502
733	0.0003502329221
734	0.00034978258
735	0.000349334136
736	0.0003487681558
737	0.0003481834502
738	0.0003472409676
739	0.0003468104066
740	0.0003464190734
741	0.0003460611954
742	0.0003456532269
743	0.0003452597059
744	0.0003449373176
745	0.00034438901
746	0.0003440067135
747	0.0003437635169
748	0.0003433463782
749	0.0003429279134
750	0.000342613002
751	0.0003420858627
752	0.0003416031589
753	0.0003412985806
754	0.0003408019187
755	0.0003403301046
756	0.0003398727648
757	0.0003393482961
758	0.0003390422587
759	0.0003385105808
760	0.0003378536587
761	0.0003373320519
762	0.0003369199856
763	0.0003363836002
764	0.0003359339789
765	0.0003355222982
766	0.0003351057045
767	0.000334690284
768	0.000334169725
769	0.0003337150247
770	0.0003328767903
771	0.0003324773885
772	0.0003321555138
773	0.0003317270367
774	0.0003312700858
775	0.0003307530136
776	0.0003303443515
777	0.0003299641416
778	0.0003295620545
779	0.0003292011723
780	0.0003287197973
781	0.0003283212462
782	0.0003279928221
783	0.0003277507534
784	0.0003272346177
785	0.0003268867199
786	0.000326474075
787	0.0003261969609
788	0.0003258744905
789	0.0003256028435
790	0.0003252068799
791	0.0003247960244
792	0.0003242585979
793	0.0003240701602
794	0.0003235879368
795	0.0003231664695
796	0.000322829453
797	0.0003224978126
798	0.0003222940855
799	0.0003219186426
800	0.0003215717888
801	0.0003211906906
802	0.0003207782159
803	0.0003203189464
804	0.0003199070321
805	0.0003194356558
806	0.0003190696492
807	0.0003186998022
808	0.0003183627109
809	0.0003181660823
810	0.0003178026032
811	0.0003173470393
812	0.000316672061
813	0.0003161582888
814	0.00031576176
815	0.0003153948948
816	0.000315035763
817	0.0003146751801
818	0.0003143204447
819	0.0003138770056
820	0.0003135236766
821	0.0003131623827
822	0.0003128020148
823	0.0003124949429
824	0.0003120970093
825	0.0003117194062
826	0.0003115313081
827	0.0003112184307
828	0.0003108472401
829	0.0003104614069
830	0.0003099144449
831	0.0003095751065
832	0.000309223686
833	0.0003087446641
834	0.0003083947183
835	0.0003080456542
836	0.0003076925103
837	0.0003073531214
838	0.0003070214631
839	0.0003066799797
840	0.0003062825334
841	0.0003059058082
842	0.0003055580857
843	0.0003052536137
844	0.000304911735
845	0.0003044892665
846	0.000304129953
847	0.0003036967274
848	0.0003033960715
849	0.0003030274408
850	0.0003026861457
851	0.0003022899422
852	0.0003020052879
853	0.0003017932054
854	0.0003014592524
855	0.0003011470681
856	0.0003008156733
857	0.000300413298
858	0.0003001321703
859	0.0002998060553
860	0.0002995254374
861	0.0002990684462
862	0.0002986587085
863	0.0002982883282
864	0.0002980645084
865	0.0002977429536
866	0.0002974706043
867	0.0002970244392
868	0.0002967420301
869	0.0002965176179
870	0.0002961916321
871	0.0002957901765
872	0.000295473748
873	0.0002952202934
874	0.0002948953637
875	0.0002946424664
876	0.0002942396954
877	0.0002938539514
878	0.000293552996
879	0.0002933888075
880	0.0002930746158
881	0.0002927726594
882	0.0002924634595
883	0.0002921280248
884	0.0002918603283
885	0.0002914826971
886	0.0002910849324
887	0.0002907747042
888	0.0002903875504
889	0.0002901764274
890	0.000289865137
891	0.0002896580283
892	0.0002893570488
893	0.0002890216154
894	0.0002887172342
895	0.0002883371293
896	0.0002880866495
897	0.0002879158339
898	0.0002876138738
899	0.0002873931256
900	0.0002870970079
901	0.0002867608247
902	0.0002863888408
903	0.000286192588
904	0.000285893588
905	0.0002855952748
906	0.0002852238614
907	0.0002849375649
908	0.0002846825823
909	0.0002843435577
910	0.0002841173102
911	0.0002837543383
912	0.0002833880418
913	0.000283025258
914	0.0002828340367
915	0.0002825156538
916	0.0002822247885
917	0.0002819291888
918	0.0002816731229
919	0.0002813717472
920	0.0002812282237
921	0.0002810262608
922	0.000280658426
923	0.0002803749392
924	0.0002801241401
925	0.0002798406212
926	0.0002795834005
927	0.0002792693771
928	0.0002789587984
929	0.0002787425288
930	0.0002784391302
931	0.0002781307559
932	0.0002779864369
933	0.0002777512774
934	0.0002773090547
935	0.0002770843058
936	0.0002768080643
937	0.0002765048801
938	0.0002762265757
939	0.0002759496458
940	0.0002757952151
941	0.0002754531339
942	0.0002751538115
943	0.0002747666172
944	0.000274465698
945	0.000274232848
946	0.0002739592715
947	0.0002736217097
948	0.0002732842579
949	0.0002730096408
950	0.0002726639104
951	0.0002723969079
952	0.0002720638461
953	0.0002717874747
954	0.0002714956766
955	0.0002711611298
956	0.0002709931126
957	0.0002706528998
958	0.000270327492
959	0.0002700700671
960	0.000269819785
961	0.0002695551817
962	0.000269294338
963	0.0002690400168
964	0.0002687802265
965	0.0002685386748
966	0.0002682741317
967	0.0002680269179
968	0.0002677581501
969	0.0002674688327
970	0.0002672201944
971	0.0002669964903
972	0.0002667435555
973	0.0002664844642
974	0.0002662217565
975	0.0002660890184
976	0.0002658269186
977	0.0002655676838
978	0.0002653147919
979	0.0002650365767
980	0.0002647261591
981	0.0002644707015
982	0.0002641536819
983	0.0002638987566
984	0.000263650503
985	0.0002635202182
986	0.0002633034682
987	0.0002630549577
988	0.0002628352484
989	0.0002626154888
990	0.0002623894423
991	0.0002621785339
992	0.000261967421
993	0.0002616821932
994	0.0002614348779
995	0.0002611294392
996	0.0002608847525
997	0.0002606382434
998	0.0002603285727
999	0.0002600806484
